"type","no_of_genes","score","query"
"precision, tissue","2",0.0566502463054187,"OR query"
"recall, tissue","2",0.793103448275862,"OR query"
"precision","3",0.0319888734353268,"OR query"
"recall","3",0.793103448275862,"OR query"
"precision, tissue","3",0.0566502463054187,"OR query"
"recall, tissue","3",0.793103448275862,"OR query"
"precision","4",0.0317241379310345,"OR query"
"recall","4",0.793103448275862,"OR query"
"precision, tissue","4",0.0566502463054187,"OR query"
"recall, tissue","4",0.793103448275862,"OR query"
"precision","5",0.0283950617283951,"OR query"
"recall","5",0.793103448275862,"OR query"
"precision, tissue","5",0.0560975609756098,"OR query"
"recall, tissue","5",0.793103448275862,"OR query"
"precision","1",0.810126582278481,"OR query"
"recall","1",0.934306569343066,"OR query"
"precision, tissue","1",0.962406015037594,"OR query"
"recall, tissue","1",0.934306569343066,"OR query"
"precision","2",0.617151607963247,"OR query"
"recall","2",0.980535279805353,"OR query"
"precision, tissue","2",0.935034802784223,"OR query"
"recall, tissue","2",0.980535279805353,"OR query"
"precision","3",0.47423887587822,"OR query"
"recall","3",0.985401459854015,"OR query"
"precision, tissue","3",0.924657534246575,"OR query"
"recall, tissue","3",0.985401459854015,"OR query"
"precision","4",0.380281690140845,"OR query"
"recall","4",0.985401459854015,"OR query"
"precision, tissue","4",0.693493150684932,"OR query"
"recall, tissue","4",0.985401459854015,"OR query"
"precision","5",0.314528593508501,"OR query"
"recall","5",0.990267639902676,"OR query"
"precision, tissue","5",0.561379310344828,"OR query"
"recall, tissue","5",0.990267639902676,"OR query"
"precision","1",0.39477503628447,"OR query"
"recall","1",0.676616915422886,"OR query"
"precision, tissue","1",0.572631578947368,"OR query"
"recall, tissue","1",0.676616915422886,"OR query"
"precision","2",0.335907335907336,"OR query"
"recall","2",0.865671641791045,"OR query"
"precision, tissue","2",0.476060191518468,"OR query"
"recall, tissue","2",0.865671641791045,"OR query"
"precision","3",0.300327332242226,"OR query"
"recall","3",0.912935323383085,"OR query"
"precision, tissue","3",0.472938144329897,"OR query"
"recall, tissue","3",0.912935323383085,"OR query"
"precision","4",0.264150943396226,"OR query"
"recall","4",0.940298507462687,"OR query"
"precision, tissue","4",0.460975609756098,"OR query"
"recall, tissue","4",0.940298507462687,"OR query"
"precision","5",0.23164861612515,"OR query"
"recall","5",0.95771144278607,"OR query"
"precision, tissue","5",0.460526315789474,"OR query"
"recall, tissue","5",0.95771144278607,"OR query"
"precision","1",0.437861271676301,"OR query"
"recall","1",0.680898876404494,"OR query"
"precision, tissue","1",0.509243697478992,"OR query"
"recall, tissue","1",0.680898876404494,"OR query"
"precision","2",0.37527352297593,"OR query"
"recall","2",0.770786516853933,"OR query"
"precision, tissue","2",0.508902077151335,"OR query"
"recall, tissue","2",0.770786516853933,"OR query"
"precision","3",0.362035225048924,"OR query"
"recall","3",0.831460674157303,"OR query"
"precision, tissue","3",0.493991989319092,"OR query"
"recall, tissue","3",0.831460674157303,"OR query"
"precision","4",0.334231805929919,"OR query"
"recall","4",0.835955056179775,"OR query"
"precision, tissue","4",0.493368700265252,"OR query"
"recall, tissue","4",0.835955056179775,"OR query"
"precision","5",0.324301439458086,"OR query"
"recall","5",0.860674157303371,"OR query"
"precision, tissue","5",0.482367758186398,"OR query"
"recall, tissue","5",0.860674157303371,"OR query"
"precision","1",0.676567656765677,"OR query"
"recall","1",0.897155361050328,"OR query"
"precision, tissue","1",0.969267139479905,"OR query"
"recall, tissue","1",0.897155361050328,"OR query"
"precision","2",0.619570405727924,"OR query"
"recall","2",0.946754194018964,"OR query"
"precision, tissue","2",0.967213114754098,"OR query"
"recall, tissue","2",0.946754194018964,"OR query"
"precision","3",0.430868167202572,"OR query"
"recall","3",0.977388767323122,"OR query"
"precision, tissue","3",0.961952620244078,"OR query"
"recall, tissue","3",0.977388767323122,"OR query"
"precision","4",0.342191850164515,"OR query"
"recall","4",0.986141502552881,"OR query"
"precision, tissue","4",0.937586685159501,"OR query"
"recall, tissue","4",0.986141502552881,"OR query"
"precision","5",0.309469350411711,"OR query"
"recall","5",0.986870897155361,"OR query"
"precision, tissue","5",0.935684647302905,"OR query"
"recall, tissue","5",0.986870897155361,"OR query"
"precision","1",0.0479338842975207,"OR query"
"recall","1",0.644444444444444,"OR query"
"precision, tissue","1",0.0757180156657963,"OR query"
"recall, tissue","1",0.644444444444444,"OR query"
"precision","2",0.037037037037037,"OR query"
"recall","2",0.777777777777778,"OR query"
"precision, tissue","2",0.0605536332179931,"OR query"
"recall, tissue","2",0.777777777777778,"OR query"
"precision","3",0.0285248573757131,"OR query"
"recall","3",0.777777777777778,"OR query"
"precision, tissue","3",0.0561797752808989,"OR query"
"recall, tissue","3",0.777777777777778,"OR query"
"precision","4",0.0256410256410256,"OR query"
"recall","4",0.866666666666667,"OR query"
"precision, tissue","4",0.0521390374331551,"OR query"
"recall, tissue","4",0.866666666666667,"OR query"
"precision","5",0.0233953209358128,"OR query"
"recall","5",0.866666666666667,"OR query"
"precision, tissue","5",0.0505181347150259,"OR query"
"recall, tissue","5",0.866666666666667,"OR query"
"precision","1",0.376766091051805,"OR query"
"recall","1",0.581583198707593,"OR query"
"precision, tissue","1",0.993103448275862,"OR query"
"recall, tissue","1",0.581583198707593,"OR query"
"precision","2",0.304988662131519,"OR query"
"recall","2",0.869143780290792,"OR query"
"precision, tissue","2",0.991705069124424,"OR query"
"recall, tissue","2",0.869143780290792,"OR query"
"precision","3",0.234013867488444,"OR query"
"recall","3",0.981421647819063,"OR query"
"precision, tissue","3",0.978260869565217,"OR query"
"recall, tissue","3",0.981421647819063,"OR query"
"precision","4",0.206902385383184,"OR query"
"recall","4",0.987883683360258,"OR query"
"precision, tissue","4",0.972178060413355,"OR query"
"recall, tissue","4",0.987883683360258,"OR query"
"precision","5",0.176978417266187,"OR query"
"recall","5",0.993537964458804,"OR query"
"precision, tissue","5",0.9609375,"OR query"
"recall, tissue","5",0.993537964458804,"OR query"
"precision","1",0.058252427184466,"OR query"
"recall","1",0.125,"OR query"
"precision, tissue","1",1,"OR query"
"recall, tissue","1",0.125,"OR query"
"precision","2",0.0492957746478873,"OR query"
"recall","2",0.145833333333333,"OR query"
"precision, tissue","2",1,"OR query"
"recall, tissue","2",0.145833333333333,"OR query"
"precision","3",0.0307692307692308,"OR query"
"recall","3",0.5,"OR query"
"precision, tissue","3",0.888888888888889,"OR query"
"recall, tissue","3",0.5,"OR query"
"precision","4",0.0273660205245154,"OR query"
"recall","4",0.5,"OR query"
"precision, tissue","4",0.888888888888889,"OR query"
"recall, tissue","4",0.5,"OR query"
"precision","5",0.0283975659229209,"OR query"
"recall","5",0.583333333333333,"OR query"
"precision, tissue","5",0.875,"OR query"
"recall, tissue","5",0.583333333333333,"OR query"
"precision","1",0.137628111273792,"OR query"
"recall","1",0.933002481389578,"OR query"
"precision, tissue","1",0.912621359223301,"OR query"
"recall, tissue","1",0.933002481389578,"OR query"
"precision","2",0.101729925122644,"OR query"
"recall","2",0.977667493796526,"OR query"
"precision, tissue","2",0.909930715935335,"OR query"
"recall, tissue","2",0.977667493796526,"OR query"
"precision","3",0.1,"OR query"
"recall","3",0.977667493796526,"OR query"
"precision, tissue","3",0.907834101382488,"OR query"
"recall, tissue","3",0.977667493796526,"OR query"
"precision","4",0.0925017519271198,"OR query"
"recall","4",0.982630272952854,"OR query"
"precision, tissue","4",0.878048780487805,"OR query"
"recall, tissue","4",0.982630272952854,"OR query"
"precision","5",0.0867858700392499,"OR query"
"recall","5",0.987593052109181,"OR query"
"precision, tissue","5",0.865217391304348,"OR query"
"recall, tissue","5",0.987593052109181,"OR query"
"precision","1",0.0909090909090909,"OR query"
"recall","1",0.0606060606060606,"OR query"
"precision, tissue","1",1,"OR query"
"recall, tissue","1",0.0606060606060606,"OR query"
"precision","2",0.0869565217391304,"OR query"
"recall","2",0.121212121212121,"OR query"
"precision, tissue","2",1,"OR query"
"recall, tissue","2",0.121212121212121,"OR query"
"precision","3",0.0694444444444444,"OR query"
"recall","3",0.151515151515152,"OR query"
"precision, tissue","3",0.833333333333333,"OR query"
"recall, tissue","3",0.151515151515152,"OR query"
"precision","4",0.0789473684210526,"OR query"
"recall","4",0.181818181818182,"OR query"
"precision, tissue","4",0.857142857142857,"OR query"
"recall, tissue","4",0.181818181818182,"OR query"
"precision","5",0.0759493670886076,"OR query"
"recall","5",0.181818181818182,"OR query"
"precision, tissue","5",0.857142857142857,"OR query"
"recall, tissue","5",0.181818181818182,"OR query"
"precision","1",0.489655172413793,"OR query"
"recall","1",0.9656,"OR query"
"precision, tissue","1",0.996696944673823,"OR query"
"recall, tissue","1",0.9656,"OR query"
"precision","2",0.467120181405896,"OR query"
"recall","2",0.9888,"OR query"
"precision, tissue","2",0.996774193548387,"OR query"
"recall, tissue","2",0.9888,"OR query"
"precision","3",0.337947882736156,"OR query"
"recall","3",0.996,"OR query"
"precision, tissue","3",0.993615323224262,"OR query"
"recall, tissue","3",0.996,"OR query"
"precision","4",0.312609676610679,"OR query"
"recall","4",0.9976,"OR query"
"precision, tissue","4",0.993625498007968,"OR query"
"recall, tissue","4",0.9976,"OR query"
"precision","5",0.26267087276551,"OR query"
"recall","5",0.9992,"OR query"
"precision, tissue","5",0.993635640413683,"OR query"
"recall, tissue","5",0.9992,"OR query"
"precision","1",0.599143206854345,"OR query"
"recall","1",0.947725072604066,"OR query"
"precision, tissue","1",0.740544629349471,"OR query"
"recall, tissue","1",0.947725072604066,"OR query"
"precision","2",0.455153949129853,"OR query"
"recall","2",0.987415295256534,"OR query"
"precision, tissue","2",0.743440233236152,"OR query"
"recall, tissue","2",0.987415295256534,"OR query"
"precision","3",0.45010989010989,"OR query"
"recall","3",0.991287512100678,"OR query"
"precision, tissue","3",0.744186046511628,"OR query"
"recall, tissue","3",0.991287512100678,"OR query"
"precision","4",0.39266615737204,"OR query"
"recall","4",0.995159728944821,"OR query"
"precision, tissue","4",0.743311641359364,"OR query"
"recall, tissue","4",0.995159728944821,"OR query"
"precision","5",0.302932551319648,"OR query"
"recall","5",1,"OR query"
"precision, tissue","5",0.743165467625899,"OR query"
"recall, tissue","5",1,"OR query"
"precision","1",0.36075205640423,"OR query"
"recall","1",0.850415512465374,"OR query"
"precision, tissue","1",0.478193146417445,"OR query"
"recall, tissue","1",0.850415512465374,"OR query"
"precision","2",0.319713993871297,"OR query"
"recall","2",0.867036011080332,"OR query"
"precision, tissue","2",0.443342776203966,"OR query"
"recall, tissue","2",0.867036011080332,"OR query"
"precision","3",0.303554274735831,"OR query"
"recall","3",0.875346260387812,"OR query"
"precision, tissue","3",0.444444444444444,"OR query"
"recall, tissue","3",0.875346260387812,"OR query"
"precision","4",0.224367509986684,"OR query"
"recall","4",0.933518005540166,"OR query"
"precision, tissue","4",0.395539906103286,"OR query"
"recall, tissue","4",0.933518005540166,"OR query"
"precision","5",0.212400245549417,"OR query"
"recall","5",0.958448753462604,"OR query"
"precision, tissue","5",0.385300668151448,"OR query"
"recall, tissue","5",0.958448753462604,"OR query"
"precision","1",0.111111111111111,"OR query"
"recall","1",0.0606060606060606,"OR query"
"precision, tissue","1",1,"OR query"
"recall, tissue","1",0.0606060606060606,"OR query"
"precision","2",0.136363636363636,"OR query"
"recall","2",0.0909090909090909,"OR query"
"precision, tissue","2",1,"OR query"
"recall, tissue","2",0.0909090909090909,"OR query"
"precision","3",0.142857142857143,"OR query"
"recall","3",0.121212121212121,"OR query"
"precision, tissue","3",1,"OR query"
"recall, tissue","3",0.121212121212121,"OR query"
"precision","4",0.142857142857143,"OR query"
"recall","4",0.151515151515152,"OR query"
"precision, tissue","4",1,"OR query"
"recall, tissue","4",0.151515151515152,"OR query"
"precision","5",0.121951219512195,"OR query"
"recall","5",0.151515151515152,"OR query"
"precision, tissue","5",1,"OR query"
"recall, tissue","5",0.151515151515152,"OR query"
"precision","1",0.247863247863248,"OR query"
"recall","1",0.453125,"OR query"
"precision, tissue","1",0.840579710144927,"OR query"
"recall, tissue","1",0.453125,"OR query"
"precision","2",0.192708333333333,"OR query"
"recall","2",0.578125,"OR query"
"precision, tissue","2",0.870588235294118,"OR query"
"recall, tissue","2",0.578125,"OR query"
"precision","3",0.170940170940171,"OR query"
"recall","3",0.625,"OR query"
"precision, tissue","3",0.769230769230769,"OR query"
"recall, tissue","3",0.625,"OR query"
"precision","4",0.148342059336824,"OR query"
"recall","4",0.6640625,"OR query"
"precision, tissue","4",0.739130434782609,"OR query"
"recall, tissue","4",0.6640625,"OR query"
"precision","5",0.116541353383459,"OR query"
"recall","5",0.7265625,"OR query"
"precision, tissue","5",0.53448275862069,"OR query"
"recall, tissue","5",0.7265625,"OR query"
"precision","1",0.115044247787611,"OR query"
"recall","1",0.112068965517241,"OR query"
"precision, tissue","1",0.928571428571429,"OR query"
"recall, tissue","1",0.112068965517241,"OR query"
"precision","2",0.0926430517711172,"OR query"
"recall","2",0.293103448275862,"OR query"
"precision, tissue","2",0.971428571428571,"OR query"
"recall, tissue","2",0.293103448275862,"OR query"
"precision","3",0.0921052631578947,"OR query"
"recall","3",0.301724137931034,"OR query"
"precision, tissue","3",0.972222222222222,"OR query"
"recall, tissue","3",0.301724137931034,"OR query"
"precision","4",0.0715350223546945,"OR query"
"recall","4",0.413793103448276,"OR query"
"precision, tissue","4",0.941176470588235,"OR query"
"recall, tissue","4",0.413793103448276,"OR query"
"precision","5",0.0535372848948375,"OR query"
"recall","5",0.482758620689655,"OR query"
"precision, tissue","5",0.861538461538462,"OR query"
"recall, tissue","5",0.482758620689655,"OR query"
"precision","1",0.46684350132626,"OR query"
"recall","1",0.309314586994728,"OR query"
"precision, tissue","1",0.961748633879781,"OR query"
"recall, tissue","1",0.309314586994728,"OR query"
"precision","2",0.352140077821012,"OR query"
"recall","2",0.318101933216169,"OR query"
"precision, tissue","2",0.952631578947368,"OR query"
"recall, tissue","2",0.318101933216169,"OR query"
"precision","3",0.263922518159806,"OR query"
"recall","3",0.383128295254833,"OR query"
"precision, tissue","3",0.943722943722944,"OR query"
"recall, tissue","3",0.383128295254833,"OR query"
"precision","4",0.218511450381679,"OR query"
"recall","4",0.402460456942003,"OR query"
"precision, tissue","4",0.93469387755102,"OR query"
